"Ano Exercício";"Órgão";"sgl_orgao_orcamento";"Unidade Orçamentária";"nom_res_unidade_orcamentaria";"Ministério de Origem da Emenda";"Número da Emenda Parlamentar";"Ano da Emenda";"Deputado";"Ação do Programa de Governo";"COD_SUBFONTE_RECURSO";"num_codigo";"Valor Orçado Inicial";"Valor Orçado Atual";"Valor Empenhado Total";"Valor Liquidado Total";"Valor Pago"
"2020";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social";"SJDHDS";"Assessoria de Planejamento e Gestão - SJDHDS";"APG";"Ministério da Economia";"27510007";"2020";"Não Informado";"Apoio ao Neojibá";"600002";"2020.3.12.12101.300.6953.600002.6";"0,00";"200000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"ME";"91910004";"2022 ";" Zé Neto";"Apoio ao Neojibá";"600038";"2024.3.38.38101.400.6953.600038.6";"0,00";"499333,00";"400000,00";"400000,00";"400000,00"
"2024";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"MF";"13390020";"2024 ";" Daniel Almeid";"Apoio à Realização de Evento";"600063";"2024.3.32.32101.411.3701.600063.6";"0,00";"1050000,00";"693248,00";"693248,00";"693248,00"
"2026";"Secretaria da Educação";"SEC";"Universidade Estadual do Sudoeste da Bahia";"UESB";"ME";"24680012";"2022 ";" Lídice da Mata";"Gestão das Ações de Ensino de Graduação";"600031";"2026.3.11.11302.424.6908.600031.6";"0,00";"33836,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"ME";"24680012";"2022 ";" Lídice da Mata";"Melhoria da Proficiência";"600031";"2023.3.11.11101.306.5266.600031.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Administração";"SAEB";"Departamento Estadual de Trânsito";"DETRAN";"ME";"30510006";"2022 ";" Bacelar";"Implantação de Sinalização de Trânsito";"600034";"2022.3.9.9301.314.3450.600034.6";"0,00";"400000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"MTUR";"09032025-2-085583 ";"";" 2025";"Apoio a Evento de Interesse Turístico";"600158";"2026.3.32.32802.411.5893.600158.6";"0,00";"5157900,00";"1630000,00";"830000,00";"830000,00"
"2020";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Ministério da Economia";"27510007";"2020";"Não Informado";"Implantação de Infraestrutura Hídrica";"600002";"2020.3.18.18401.312.5040.600002.6";"0,00";"2189159,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"ME";"24680005";"2021 ";" Lídice da Mata";"Aparelhamento de Unidade do Poder Execut";"600005";"2024.3.34.34101.446.3194.600005.6";"0,00";"18702,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"ME";"30510006";"2022 ";" Bacelar";"Capacitação de Ator Rural";"600034";"2025.3.18.18101.416.7289.600034.6";"0,00";"150000,00";"149940,00";"149940,00";"149940,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MF";"13310007";"2024 ";" Alice Portugal";"Implementação de Núcleo de Iniciação";"600060";"2025.3.21.21301.414.4997.600060.6";"0,00";"200000,00";"200000,00";"200000,00";"200000,00"
"2021";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"ME";"27510004";"2021 ";" Waldenor Perei";"Desenvolvimento Ações Socioeducacional";"600009";"2021.3.11.11601.306.2696.600009.6";"0,00";"180000,00";"180000,00";"180000,00";"180000,00"
"2025";"Secretaria de Relações Institucionais";"SERIN";"Assessoria de Planejamento e Gestão - SERIN";"APG";"MF";"24680017";"2024 ";" Lídice da Mata";"Promoção de Caravana Itinerante";"600065";"2025.3.29.29101.440.3362.600065.6";"0,00";"50000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"MF";"36940011";"2024 ";" Jorge Solla";"Apoio a Geração de Trabalho e Renda";"600066";"2026.3.21.21101.413.5917.600066.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"24680012";"2022 ";" Lídice da Mata";"Distribuição de Equipamento de Apoio";"600031";"2023.3.18.18401.304.1399.600031.6";"0,00";"100005,00";"100005,00";"100005,00";"100005,00"
"2023";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"MGISP";"41660002";"2023";"Pastor Isidório";"Apoio a Evento para Atração de Investime";"600054";"2023.3.10.10101.304.3044.600054.6";"0,00";"3000000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"ME";"27510007";"2020 ";" Waldenor Perei";"Distribuição de Equipamento";"600002";"2023.3.10.10101.304.7385.600002.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"ME";"40800012";"2022 ";" Jaques Wagner";"Implantação de Módulo Sanitário";"600028";"2022.3.10.10101.312.3066.600028.6";"0,00";"859841,00";"859841,00";"859841,00";"0,00"
"2021";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"13390001";"2020 ";" Daniel Almeida";"Distribuição de Equipamento de Apoio";"600001";"2021.3.18.18401.304.1399.600001.6";"0,00";"74974,00";"465,99";"465,99";"465,99"
"2024";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"MF";"24710002";"2023";"Sérgio Brito";"Implantação de Equipamento Urbano";"600048";"2024.3.26.26401.419.1158.600048.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"13310003";"2021 ";" Alice Portugal";"Construção de Equipamento";"600003";"2023.3.21.21301.305.7882.600003.6";"0,00";"464709,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"ME";"24680005";"2021 ";" Lídice da Mata";"Implantação de Infraestrutura de Wi-Fi";"600005";"2022.3.28.28101.301.7917.600005.6";"0,00";"200000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"91910004";"2022 ";" Zé Neto";"Distribuição de Equipamento de Apoio";"600038";"2025.3.18.18401.417.1399.600038.6";"0,00";"400678,00";"389733,30";"389733,30";"389733,30"
"2021";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"27510007";"2020 ";" Waldenor Perei";"Construção de Equipamento";"600002";"2021.3.21.21301.305.7882.600002.6";"0,00";"400000,00";"400000,00";"322570,27";"229084,56"
"2024";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"ME";"27510006";"2022 ";" Waldenor Perei";"Implantação de Infraestrutura Viária";"600025";"2024.3.26.26101.419.1162.600025.6";"0,00";"150000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"40720003";"2021 ";" Tito";"Recuperação de Equipamento";"600013";"2023.3.21.21301.305.1009.600013.6";"0,00";"507547,00";"108244,40";"108244,40";"106079,51"
"2022";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"30510014";"2021 ";" Bacelar";"Implantação de Projeto de Apoio";"600012";"2022.3.18.18401.304.1926.600012.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"MGISP";"13390011";"2023 ";" Daniel Almeida";"Implantação de Infraestrutura Viária";"600039";"2025.3.26.26401.419.1162.600039.6";"0,00";"1467467,00";"1002520,30";"1002520,30";"1002520,30"
"2022";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"ME";"91910007";"2021 ";" Zé Neto";"Aparelhamento de Unidade Escolar";"600020";"2022.3.11.11101.306.7744.600020.6";"0,00";"34750,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MF";"41900010";"2024";"Joseildo Ramos";"Implantação de Infraestrutura Hídrica";"600068";"2026.3.18.18401.420.5040.600068.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"41280013";"2021 ";" Raimundo Costa";"Implantação de Infraestrutura Hídrica";"600015";"2023.3.18.18401.312.5040.600015.6";"0,00";"14492,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"ME";"27510004";"2021 ";" Waldenor Perei";"Educação do Campo e Desenvolvimento";"600009";"2025.3.11.11301.424.4048.600009.6";"0,00";"213952,00";"178352,70";"178352,70";"178352,70"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"91910007";"2021 ";" Zé Neto";"Construção de Equipamento";"600020";"2022.3.21.21301.305.7882.600020.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social";"SJDHDS";"Assessoria de Planejamento e Gestão - SJDHDS";"APG";"ME";"24680005";"2021 ";" Lídice da Mata";"Apoio a Órgão de Representação";"600005";"2022.3.12.12101.300.4135.600005.6";"0,00";"50000,00";"36396,60";"35858,92";"35858,92"
"2026";"Secretaria de Assistência e Desenvolvimento Social";"SEADES";"Assessoria de Planejamento e Gestão - SEADES";"APG";"MF";"91910001";"2023";" Zé Neto";"Aparelhamento de Central de Distribuição";"600056";"2026.3.39.39101.403.5445.600056.6";"0,00";"19250,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"ME";"24680012";"2022 ";" Lídice da Mata";"Requalificação de Equipamento Cultural";"600031";"2022.3.22.22101.302.7857.600031.6";"0,00";"50000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Educação";"SEC";"Instituto de Radiodifusão Educativa da Bahia";"IRDEB";"MAPA";"36940005";"2022 ";" Jorge Solla";"Modernização tecnológica do IRDEB";"600036";"2022.3.11.11201.306.7536.600036.6";"0,00";"300000,00";"300000,00";"300000,00";"300000,00"
"2025";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"MF";"13310004";"2024 ";" Alice Portugal";"Apoio à Instituição Cultural";"600058";"2025.3.22.22101.406.2314.600058.6";"0,00";"125000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MGISP";"13310020";"2023 ";" Alice Portugal";"Requalificação de Equipamento Esportivo";"600043";"2024.3.21.21301.414.1009.600043.6";"0,00";"1600000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"ME";"35680001";"2022 ";" Paulo Magalhãe";"Distribuição de Equipamento de Apoio";"600035";"2024.3.18.18101.417.1399.600035.6";"0,00";"700000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MF";"27510001";"2024";"Waldenor Pereira";"Distribuição de Equipamento de Apoio";"600059";"2024.3.18.18401.417.1399.600059.6";"0,00";"2488329,00";"1662159,20";"1662159,20";"1662159,20"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"35680005";"2021 ";" Paulo Magalhãe";"Distribuição de Equipamento de Apoio";"600018";"2025.3.18.18401.417.1399.600018.6";"0,00";"2469729,00";"2469729,00";"2469729,00";"2469729,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Promoção de Atividade de Esporte";"600046";"2023.3.21.21301.308.5793.600046.6";"0,00";"250000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MF";"27510008";"2023";" Waldenor Preira";"Apoio a Evento da Agricultura Familiar";"600042";"2024.3.18.18401.417.7988.600042.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"MAPA";"36940005";"2022 ";" Jorge Solla";"Implantação de Infraestrutura de Wi-Fi";"600036";"2022.3.28.28101.301.7917.600036.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"40720004";"2021 ";" Tito";"Requalificação de Equipamento Esportivo";"600021";"2025.3.21.21301.414.1009.600021.6";"0,00";"226893,00";"105135,11";"105135,11";"105135,11"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"40720005";"2021 ";" Tito";"Capacitação Social e Profissional";"600022";"2022.3.21.21101.308.1793.600022.6";"0,00";"70000,00";"70000,00";"70000,00";"70000,00"
"2026";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"MTUR";"09032025-077148 ";"";" 2025";"Apoio à Realização de Evento";"600102";"2026.3.32.32101.411.3701.600102.6";"0,00";"792000,00";"790000,00";"790000,00";"790000,00"
"2026";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"MPA";"09032025-2-087389";"";"2025";"Requalificação de Unidade de Apoio";"600162";"2026.3.10.10101.417.5935.600162.6";"0,00";"198000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"MF";"27510001";"2024";"Waldenor Pereira";"Apoio a Projeto";"600059";"2024.3.34.34101.430.5558.600059.6";"0,00";"350000,00";"350000,00";"350000,00";"350000,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"MF";"09032025-077445";"";"2025";"Assistência Técnica a Empreendimento";"600097";"2025.3.21.21101.413.6672.600097.6";"0,00";"250000,00";"250000,00";"250000,00";"250000,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"13310003";"2021 ";" Alice Portugal";"Requalificação de Equipamento Esportivo";"600003";"2025.3.21.21301.414.1009.600003.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"ME";"24680005";"2021 ";" Lídice da Mata";"Apoio a Projeto";"600005";"2025.3.34.34101.430.5558.600005.6";"0,00";"130000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"MF";"91910001";"2023";" Zé Neto";"Implantação de Infraestrutura Viária";"600056";"2025.3.26.26101.419.1162.600056.6";"0,00";"2000000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Cultura";"SECULT";"Fundação Pedro Calmon - Centro de Memória e Arquivo Público da Bahia";"FPC-AP";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Apoio a Editoração e Publicação";"600046";"2024.3.22.22202.407.3294.600046.6";"0,00";"80000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"BAHIATURSA";"ME";"27510007";"2020 ";" Waldenor Perei";"Apoio a Evento de Interesse Turístico";"600002";"2022.3.32.32801.303.5893.600002.6";"0,00";"500000,00";"500000,00";"500000,00";"500000,00"
"2024";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"MGISP";"36940005";"2023 ";" Jorge Solla";"Apoio a Evento de Interesse Turístico";"600053";"2024.3.32.32802.411.5893.600053.6";"0,00";"224657,00";"224657,00";"224657,00";"224657,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Promoção de Atividade de Esporte";"600046";"2024.3.21.21301.414.5793.600046.6";"0,00";"250000,00";"250000,00";"250000,00";"250000,00"
"2024";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"ME";"35680005";"2021 ";" Paulo Magalhãe";"Aquisição de Equipamento para o Sistema";"600018";"2024.3.20.20801.437.7877.600018.6";"0,00";"200000,00";"187300,00";"0,00";"0,00"
"2022";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"ME";"13310003";"2021 ";" Alice Portugal";"Apoio a Projeto";"600003";"2022.3.34.34101.311.5558.600003.6";"0,00";"253000,00";"253000,00";"253000,00";"253000,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MF";"27510008";"2023";" Waldenor Preira";"Apoio a Evento da Agricultura Familiar";"600042";"2025.3.18.18401.417.7988.600042.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MF";"27510008";"2023";" Waldenor Preira";"Apoio ao Neojibá";"600042";"2023.3.38.38101.300.6953.600042.6";"0,00";"200000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"MF";"27510008";"2023";" Waldenor Preira";"Apoio a Evento de Interesse Turístico";"600042";"2024.3.32.32802.411.5893.600042.6";"0,00";"652869,00";"649991,00";"649991,00";"649991,00"
"2022";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"ME";"27500006";"2022 ";" Valmir Assunçã";"Implantação de Equipamento Urbano";"600032";"2022.3.26.26401.305.1158.600032.6";"0,00";"1600000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"13310004";"2022 ";" Alice Portugal";"Requalificação de Equipamento Esportivo";"600027";"2024.3.21.21301.414.1009.600027.6";"0,00";"869682,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Agência Estadual de Defesa Agropecuária da Bahia";"ADAB";"MF";"24680017";"2024 ";" Lídice da Mata";"Realização de Ação de Educação Sanitária";"600065";"2025.3.10.10301.417.6166.600065.6";"0,00";"300000,00";"245000,00";"245000,00";"245000,00"
"2022";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Bahia Pesca S/A";"BAHIAPESCA";"ME";"41280013";"2021 ";" Raimundo Costa";"Distribuição de Equipamentos de Pesca";"600015";"2022.3.10.10501.304.5916.600015.6";"0,00";"2508,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Cultura";"SECULT";"Instituto do Patrimônio Artístico e Cultural da Bahia";"IPAC";"ME";"24680012";"2022 ";" Lídice da Mata";"Requalificação de Equipamento Cultural";"600031";"2025.3.22.22301.406.7857.600031.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Educação";"SEC";"Universidade Estadual do Sudoeste da Bahia";"UESB";"ME";"27510004";"2021 ";" Waldenor Perei";"Reforma em Unidade Universitária";"600009";"2023.3.11.11302.306.7871.600009.6";"0,00";"500000,00";"500000,00";"464300,84";"464300,84"
"2024";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"MGISP";"36940005";"2023 ";" Jorge Solla";"Apoio à Realização de Evento";"600053";"2024.3.32.32101.411.3701.600053.6";"0,00";"400000,00";"380000,00";"380000,00";"380000,00"
