"Ano Exercício";"Órgão";"sgl_orgao_orcamento";"Unidade Orçamentária";"nom_res_unidade_orcamentaria";"Ação do Programa de Governo";"cod_subfonte_recurso";"Deputado";"Nome do Deputado";"num_codigo";"Valor Orçado Inicial.";"Valor Orçado Atual.";"Valor Empenhado.";"Valor Liquidado.";"Valor Pago."
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500140";"  Ricardo Rodrigues";"  Ricardo Rodrigues";"2025.3.21.21301.414.5793.500140.5";"70000,00";"40000,00";"40000,00";"40000,00";"40000,00"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500091";"  Mirela Macedo";"  Mirela Macedo";"2020.3.19.19601.313.1099.500091.5";"840000,00";"840000,00";"799999,95";"0,00";"0,00"
"2019";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500046";"  Paulo Camera";"  Paulo Camera";"2019.3.11.11101.212.2984.500046.5";"416450,00";"416450,00";"189900,00";"189900,00";"189900,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500052";"  Rogério Andrade";"  Rogério Andrade";"2025.3.11.11101.422.2984.500052.5";"797000,00";"0,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500114";"  Tum";"  Tum";"2021.3.18.18401.304.1399.500114.5";"72900,00";"72900,00";"72900,00";"72900,00";"72900,00"
"2017";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Melhoria da Estrutura Física de Unidade";"500019";"  Fabrício Falcão";"  Fabrício Falcão";"2017.3.11.11101.212.7528.500019.5";"149310,00";"149310,00";"0,00";"0,00";"0,00"
"2017";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500046";"  Paulo Camera";"  Paulo Camera";"2017.3.18.18401.206.1399.500046.5";"274000,00";"274000,00";"273695,06";"273695,06";"273695,06"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Gerenciamento do Serviço Hospitalar";"500104";"  Laerte Do Vando";"  Laerte Do Vando";"2026.3.19.19601.435.2875.500104.5";"842500,00";"842500,00";"0,00";"0,00";"0,00"
"2018";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500080";"  Luciano Simões Filho";"  Luciano Simões Filho";"2018.3.19.19601.200.1099.500080.5";"765000,00";"765000,00";"332658,80";"0,00";"0,00"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Gerenciamento do Serviço Hospitalar";"500088";"  Zó";"  Zó";"2026.3.19.19601.435.2875.500088.5";"4462491,00";"4462491,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"Apoio a Evento de Interesse Turístico";"500129";"  Júnior Nascimento";"  Júnior Nascimento";"2024.3.32.32802.411.5893.500129.5";"0,00";"1170000,00";"1170000,00";"550000,00";"546500,00"
"2021";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Aparelhamento dos CPMs";"500069";"  Antônio Henrique Júnior";"  Antônio Henrique Júnior";"2021.3.20.20801.306.5354.500069.5";"0,00";"134800,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500104";"  Laerte Do Vando";"  Laerte Do Vando";"2024.3.11.11101.425.7744.500104.5";"67000,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"Apoio a Geração de Trabalho e Renda";"500088";"  Zó";"  Zó";"2024.3.21.21101.413.5917.500088.5";"0,00";"250000,00";"250000,00";"250000,00";"250000,00"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Gerenciamento do Serviço Hospitalar";"500138";"  Patrick Lopes";"  Patrick Lopes";"2026.3.19.19601.435.2875.500138.5";"150000,00";"150000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Implantação de Infraestrutura Hídrica";"500019";"  Fabrício Falcão";"  Fabrício Falcão";"2025.3.18.18401.420.5040.500019.5";"0,00";"35412,00";"35412,00";"35412,00";"35412,00"
"2025";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Aparelhamento dos CPMs";"500098";"  Hilton Coelho";"  Hilton Coelho";"2025.3.20.20801.425.5354.500098.5";"0,00";"20000,00";"19602,66";"19602,66";"19602,66"
"2026";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"Apoio a Geração de Trabalho e Renda";"500108";"  Olivia Santana";"  Olivia Santana";"2026.3.21.21101.413.5917.500108.5";"100000,00";"100000,00";"0,00";"0,00";"0,00"
"2017";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500063";"  Zé Raimundo";"  Zé Raimundo";"2017.3.11.11101.212.2984.500063.5";"193060,00";"193060,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"Assistência ao Estudante Universitário";"500098";"  Hilton Coelho";"  Hilton Coelho";"2021.3.11.11301.306.6910.500098.5";"20000,00";"20000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500043";"  Nelson Leal";"  Nelson Leal";"2025.3.19.19601.436.5607.500043.5";"95000,00";"95000,00";"95000,00";"94338,10";"94338,10"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500052";"  Rogério Andrade Filho";"  Rogério Andrade Filho";"2021.3.19.19601.313.5607.500052.5";"89200,00";"89366,00";"89104,05";"78341,00";"78341,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Apoio a Evento da Agricultura Familiar";"500063";"  Zé Raimundo";"  Zé Raimundo";"2024.3.18.18401.417.7988.500063.5";"120000,00";"80000,00";"80000,00";"80000,00";"80000,00"
"2022";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500117";"  Paulo Câmara";"  Paulo Câmara";"2022.3.19.19601.313.5607.500117.5";"2400,00";"2400,00";"1576,92";"1576,92";"1576,92"
"2023";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500072";"  Eduardo Salles";"  Eduardo Salles";"2023.3.19.19601.313.5607.500072.5";"1206000,00";"1206000,00";"1206000,00";"737400,57";"737400,57"
"2022";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Fundo Estadual de Habitação de Interesse Social";"FEHIS";"Produção de Unidade Habitacional";"500067";"  Alex Da Piatã";"  Alex Da Piatã";"2022.3.26.26601.305.5112.500067.5";"200000,00";"200000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500019";"  Fabrício Falcão";"  Fabrício Falcão";"2024.3.19.19601.435.1099.500019.5";"2240000,00";"1960000,00";"1960000,00";"1818001,00";"1818001,00"
"2022";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500113";"  Talita Oliveira";"  Talita Oliveira";"2022.3.19.19601.313.5607.500113.5";"100400,00";"100400,00";"100084,00";"3000,00";"3000,00"
"2020";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Distribuição de Uniforme para Estudante";"500068";"  Alex Lima";"  Alex Lima";"2020.3.11.11101.306.6530.500068.5";"30000,00";"30000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Apoio à Educação Pessoa com Necessidades";"500130";"  Leandro De Jesus";"  Leandro De Jesus";"2024.3.11.11101.422.4023.500130.5";"974000,00";"974000,00";"54887,96";"0,00";"0,00"
"2024";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"Apoio à Instituição Cultural";"500069";"  Antonio Henrique Junior";"  Antonio Henrique Junior";"2024.3.22.22101.406.2314.500069.5";"50000,00";"0,00";"0,00";"0,00";"0,00"
"2018";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Ampliação de Unidade Escolar da Educação";"500019";"  Fabrício Falcão";"  Fabrício Falcão";"2018.3.11.11101.212.7531.500019.5";"376020,00";"0,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500124";"  Emerson Penalva";"  Emerson Penalva";"2025.3.11.11101.422.2984.500124.5";"1195500,00";"0,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500034";"  Luiz Augusto";"  Luiz Augusto";"2023.3.11.11101.306.7744.500034.5";"0,00";"0,00";"0,00";"0,00";"0,00"
"2018";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500077";"  Hildécio Meireles";"  Hildécio Meireles";"2018.3.18.18401.206.1399.500077.5";"95652,00";"95652,00";"82352,24";"82352,24";"82352,24"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500112";"  Robinson Almeida";"  Robinson Almeida";"2020.3.19.19601.313.5607.500112.5";"273000,00";"273000,00";"231448,72";"38990,00";"38990,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Apoio Financeiro a Unidade de Saúde";"500108";"  Olivia Santana";"  Olivia Santana";"2025.3.19.19601.435.3350.500108.5";"0,00";"150240,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"Apoio a Evento de Interesse Turístico";"500123";"  Diego Castro";"  Diego Castro";"2026.3.32.32802.411.5893.500123.5";"2900000,00";"2900000,00";"1530000,00";"590000,00";"590000,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500043";"  Nelson Leal";"  Nelson Leal";"2025.3.19.19601.435.1099.500043.5";"2700000,00";"2700000,00";"2700000,00";"1106996,00";"1106996,00"
"2025";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Assistência para Aparelhamento de Unidad";"500132";"  Ludmilla Fiscina";"  Ludmilla Fiscina";"2025.3.11.11601.425.3363.500132.5";"0,00";"60000,00";"60000,00";"60000,00";"60000,00"
"2026";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Implementação de Fanfarra";"500036";"  Marcelino Galo";"  Marcelino Galo";"2026.3.11.11101.422.6597.500036.5";"154000,00";"154000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"Apoio à Realização de Evento";"500130";"  Leandro De Jesus";"  Leandro De Jesus";"2026.3.32.32101.411.3701.500130.5";"3513742,00";"3513742,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Universidade Estadual do Sudoeste da Bahia";"UESB";"Assistência ao Estudante Universitário";"500098";"  Hilton Coelho";"  Hilton Coelho";"2021.3.11.11302.306.6910.500098.5";"20000,00";"20000,00";"20000,00";"20000,00";"20000,00"
"2024";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Assistência Financeira para Fanfarra";"500100";"  Junior Muniz";"  Junior Muniz";"2024.3.11.11601.422.4217.500100.5";"0,00";"140000,00";"140000,00";"140000,00";"140000,00"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade de Educação";"500009";"  Bira Coroa";"  Bira Coroa";"2023.3.11.11101.306.5134.500009.5";"0,00";"16500,00";"16321,40";"16321,40";"16321,40"
"2026";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"Apoio à Realização de Evento";"500116";"  Tiago Correia";"  Tiago Correia";"2026.3.32.32101.411.3701.500116.5";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2019";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500068";"  Alex Lima";"  Alex Lima";"2019.3.19.19601.200.5607.500068.5";"175000,00";"175000,00";"158706,75";"77134,05";"73497,20"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Prevenção e Tratamento do Coronavírus";"500044";"  Neusa Cadore";"  Neusa Cadore";"2020.3.19.19601.313.5370.500044.5";"0,00";"410804,00";"410804,00";"410804,00";"410804,00"
"2023";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Bahia Pesca S/A";"BAHIAPESCA";"Distribuição de Kit de Equipamento";"500101";"  Jurailton Santos";"  Jurailton Santos";"2023.3.10.10501.311.5690.500101.5";"97200,00";"0,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"Implantação de Infraestrutura Viária";"500070";"  Bobô";"  Bobô";"2025.3.26.26401.419.1162.500070.5";"736000,00";"236000,00";"236000,00";"236000,00";"236000,00"
"2017";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Construção de Equipamento";"500006";"  Ângela Sousa";"  Ângela Sousa";"2017.3.21.21301.217.7882.500006.5";"243635,00";"0,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500051";"  Roberto Carlos";"  Roberto Carlos";"2025.3.18.18401.417.1399.500051.5";"758800,00";"603184,00";"600998,45";"600998,45";"600998,45"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500055";"  Sandro Régis";"  Sandro Régis";"2024.3.19.19601.435.1099.500055.5";"2700000,00";"2400000,00";"2400000,00";"2274534,00";"2274534,00"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500042";"  Marquinho Viana";"  Marquinho Viana";"2026.3.19.19601.435.1099.500042.5";"3500000,00";"3500000,00";"3500000,00";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500113";"  Talita Oliveira";"  Talita Oliveira";"2023.3.21.21301.308.5793.500113.5";"225400,00";"225400,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500094";"  Capitão Alden";"  Capitão Alden";"2022.3.19.19601.313.5607.500094.5";"152600,00";"152600,00";"148090,80";"117983,80";"117983,80"
"2026";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"Apoio a Instituição de Participação Soci";"500101";"  Jurailton Santos";"  Jurailton Santos";"2026.3.34.34101.430.4239.500101.5";"30000,00";"30000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500087";"  Vítor Bonfim";"  Vítor Bonfim";"2025.3.18.18401.417.1399.500087.5";"1207200,00";"1207200,00";"1205952,91";"1205952,91";"1205952,91"
"2022";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500071";"  David Rios";"  David Rios";"2022.3.19.19601.313.1099.500071.5";"1050000,00";"1050000,00";"1050000,00";"803500,00";"0,00"
"2024";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500087";"  Vítor Bonfim";"  Vítor Bonfim";"2024.3.11.11101.422.2984.500087.5";"706600,00";"797000,00";"797000,00";"797000,00";"797000,00"
"2023";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500047";"  Paulo Rangel";"  Paulo Rangel";"2023.3.11.11601.306.7744.500047.5";"0,00";"132000,00";"132000,00";"132000,00";"132000,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500028";"  José De Arimatéia";"  José De Arimatéia";"2025.3.21.21301.414.5793.500028.5";"200212,00";"200212,00";"200212,00";"200212,00";"200212,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Realização do Projeto de Fortalecimento";"500097";"  Eduardo Alencar";"  Eduardo Alencar";"2025.3.11.11101.422.6598.500097.5";"50000,00";"50000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade do Poder Execut";"500127";"  Hassan";"  Hassan";"2025.3.11.11101.446.3194.500127.5";"60600,00";"60600,00";"0,00";"0,00";"0,00"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500103";"  Katia Oliveira";"  Katia Oliveira";"2020.3.19.19601.313.1099.500103.5";"260000,00";"260000,00";"159999,99";"0,00";"0,00"
"2018";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Ampliação de Unidade Escolar da Educação";"500004";"  Alan Sanches";"  Alan Sanches";"2018.3.11.11101.212.7531.500004.5";"179031,00";"179031,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500132";"  Ludmilla Fiscina";"  Ludmilla Fiscina";"2025.3.19.19601.436.7850.500132.5";"360000,00";"1648018,00";"1648018,00";"1648018,00";"1648018,00"
"2024";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"Distribuição de Equipamento";"500047";"  Paulo Rangel";"  Paulo Rangel";"2024.3.10.10101.417.7385.500047.5";"0,00";"1665800,00";"1664093,50";"1005206,22";"1005206,22"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Implantação de Academia de Saúde";"500110";"  Pastor Isidorio Filho";"  Pastor Isidorio Filho";"2021.3.19.19601.313.7510.500110.5";"0,00";"220000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Gerenciamento do Serviço Hospitalar";"500049";"  Pedro Tavares";"  Pedro Tavares";"2026.3.19.19601.435.2875.500049.5";"4400000,00";"4400000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Veículo para Transporte Escolar";"500080";"  Luciano Simões Filho";"  Luciano Simões Filho";"2026.3.11.11101.422.3390.500080.5";"500000,00";"500000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria do Meio Ambiente";"SEMA";"Assessoria de Planejamento e Gestão - SEMA";"APG";"Apoio a Projeto Socioambiental";"500028";"  José De Arimatéia";"  José De Arimatéia";"2026.3.27.27101.433.5477.500028.5";"30000,00";"30000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500135";"  Matheus Ferreira";"  Matheus Ferreira";"2026.3.21.21301.414.5793.500135.5";"0,00";"263742,00";"0,00";"0,00";"0,00"
